date,item_name,price,price_per_unit,sale_price,store
2024-10-29,"Gourmet Garden Gluten Free Minced Garlic Stir-in Paste, 4 oz Tube",3.94,98.5 ¢/oz,N/A,Walmart
2024-10-29,"Rancho Meladuco Date Farm California-Grown Medjool Dates, Whole Fresh Un-Pitted, 1 lb. Box Dates",13.49,$13.49/lb,N/A,Walmart
2024-10-29,"Fresh Banana, Each",0.26,50.0 ¢/lb,N/A,Walmart
2024-10-29,"Fresh Strawberries, 1 lb Container",2.92,18.3 ¢/oz,N/A,Walmart
2024-10-29,"Fresh Green Cabbage, Each",3.01,87.0 ¢/lb,N/A,Walmart
2024-10-29,Fresh Sweet Corn on the Cob (1 each),0.75,N/A,N/A,Walmart
2024-10-29,"Fresh Yellow Squash, Each",1.10,$1.48/lb,N/A,Walmart
2024-10-29,"Fresh Cucumber, Each",0.72,N/A,N/A,Walmart
2024-10-29,"Fresh Hass Avocados, Each",0.88,N/A,N/A,Walmart
2024-10-29,"Fresh Roma Tomato, Each",0.25,98.0 ¢/lb,N/A,Walmart
2024-10-29,"Spice World Fresh Garlic Sleeve, 3 Count",1.74,58.0 ¢/ea,N/A,Walmart
2024-10-29,"Fresh Green Bell Pepper, Each",0.86,N/A,N/A,Walmart
2024-10-29,"Cantaloupe, each",2.98,N/A,N/A,Walmart
2024-10-29,"Freshness Guaranteed Cut Watermelon, 16 oz",4.58,28.6 ¢/oz,N/A,Walmart
2024-10-29,"Fresh Clementines, 3 lb. Bag",4.98,$1.66/lb,N/A,Walmart
2024-10-29,1lb Baby Peeled Carrots,1.32,8.3 ¢/oz,N/A,Walmart
2024-10-29,"Fresh Iceberg Lettuce, Each",1.98,N/A,N/A,Walmart
2024-10-29,"Marketside Fresh Organic Bananas, Bunch",2.26,74.0 ¢/lb,N/A,Walmart
2024-10-29,"Fresh Green Onions Bunch, Each",0.98,N/A,N/A,Walmart
2024-10-29,"Fresh Whole Russet Potatoes , 5lb bag",4.28,$4.28,2.78,Walmart
2024-10-29,"Fresh Lemon, Each",0.68,N/A,N/A,Walmart
2024-10-29,"Fresh Broccoli Crowns, Each",1.34,$1.78/lb,N/A,Walmart
2024-10-29,Fresh Green Seedless Grapes (2.25 lbs/Bag Est.),5.64,N/A,4.79,Walmart
2024-10-29,"Fresh Lime, Each",0.25,N/A,N/A,Walmart
2024-10-29,"Fresh Cilantro, Bunch",0.68,17.0 ¢/oz,N/A,Walmart
2024-10-29,"Fresh Red Seedless Grapes, Bag (2.25 lbs/Bag Est.)",5.56,N/A,4.72,Walmart
2024-10-29,"Fresh Mini Cucumbers, 16 oz",1.97,12.3 ¢/oz,N/A,Walmart
2024-10-29,"Fresh Zucchini Squash, Each",0.93,$1.47/lb,N/A,Walmart
2024-10-29,"Freshness Guaranteed Sliced White Mushrooms, 8 oz",1.97,24.6 ¢/oz,N/A,Walmart
2024-10-29,"Fresh Yellow Peach, Each",1.36,$2.42/lb,N/A,Walmart
2024-10-29,"Asparagus, Bunch",3.67,N/A,N/A,Walmart
2024-10-29,"Marketside Caesar Salad Kit, 11.55 oz Bag, Fresh",3.98,$3.98,3.48,Walmart
2024-10-29,"Fresh Whole Red Onion, Each",0.91,$1.14/lb,N/A,Walmart
2024-10-29,"Fresh Honeycrisp Apples, 3 lb Bag",5.27,$1.76/lb,N/A,Walmart
2024-10-29,"Fresh Pineapple, Each",2.18,N/A,N/A,Walmart
2024-10-29,"Fresh Celery Stalk, Each",1.88,$1.88,0.98,Walmart
2024-10-29,"Marketside Fresh Spinach, 10 oz Bag, Fresh",1.98,19.8 ¢/ounces,N/A,Walmart
2024-10-29,"Fresh Blueberries, 18 oz Container",7.24,40.2 ¢/oz,N/A,Walmart
2024-10-29,"Fresh Strawberries, 2 lb Container",5.74,17.9 ¢/oz,N/A,Walmart
2024-10-29,"Fresh Color Bell Peppers, 3 Count",3.24,$1.08/count,N/A,Walmart
2024-10-29,"Taylor Farms BLT Salad with Chicken and Bacon, 6.5 oz (Fresh)",2.97,45.7 ¢/oz,N/A,Walmart
2024-10-29,N/A,N/A,N/A,N/A,Walmart
2024-10-29,"Fresh Seedless Watermelon, Each",5.98,N/A,N/A,Walmart
2024-10-29,N/A,N/A,N/A,N/A,Walmart
2024-10-29,N/A,N/A,N/A,N/A,Walmart
2024-10-29,N/A,N/A,N/A,N/A,Walmart
2024-10-29,"Gourmet Garden Gluten Free Minced Garlic Stir-in Paste, 4 oz Tube",3.94,98.5 ¢/oz,N/A,Walmart
2024-10-29,"Rancho Meladuco Date Farm California-Grown Medjool Dates, Whole Fresh Un-Pitted, 1 lb. Box Dates",13.49,$13.49/lb,N/A,Walmart
2024-10-29,"Fresh Yellow Onions, 3 lb Bag",4.38,$4.38,2.48,Walmart
2024-10-29,"Fresh Plum, Each",1.23,$3.32/lb,N/A,Walmart
2024-10-29,"Fresh Green Cabbage, Each",3.01,87.0 ¢/lb,N/A,Walmart
2024-10-29,"Fresh Slicing Tomato, Each",1.43,$1.98/lb,N/A,Walmart
2024-10-29,"Fresh Sweet Corn on the Cob, 4 Count Tray",3.98,19.9 ¢/oz,N/A,Walmart
2024-10-29,"Sweet Potatoes Whole Fresh, Each (Batata Mameya)",1.21,N/A,1.06,Walmart
2024-10-29,"Fresh Small Hass Avocado Bag, 5-6 Count",4.38,$4.38,3.14,Walmart
2024-10-29,"Fresh Minced Garlic, 8 oz Jar",3.14,39.3 ¢/oz,N/A,Walmart
2024-10-29,"Fresh Whole Yellow Onion, Each",0.70,88.0 ¢/lb,N/A,Walmart
2024-10-29,"Fresh Long English Cucumber, Each",0.98,N/A,N/A,Walmart
2024-10-29,"Garlic Bulb Fresh Whole, Each",0.72,$4.48/lb,N/A,Walmart
2024-10-29,"Marketside Fresh Shredded Iceberg Lettuce, 8 oz Bag, Fresh",1.98,24.8 ¢/oz,N/A,Walmart
2024-10-29,"Marketside Fresh Green Beans, 12 oz",2.47,20.6 ¢/oz,N/A,Walmart
2024-10-29,"Fresh Grape Tomato, 10 oz Package",2.23,22.3 ¢/oz,N/A,Walmart
2024-10-29,"Fresh Yellow Squash, Each",1.10,$1.48/lb,N/A,Walmart
2024-10-29,"Fresh Honeycrisp Apple, Each",1.30,$1.97/lb,N/A,Walmart
2024-10-29,"Marketside Classic Iceberg Salad, 12 oz Bag, Fresh",1.98,16.5 ¢/oz,N/A,Walmart
2024-10-29,"Fresh Jalapeno Pepper, Approx. 3-5 per 0.25 Pound",0.39,$1.54/lb,N/A,Walmart
2024-10-29,Tasteful Selections Honey Gold 2-Bite Baby Potatoes 24oz,3.94,16.4 ¢/oz,N/A,Walmart
2024-10-29,"Fresh Tomato on the Vine, Bag (1.9 lbs/Bag Est.)",3.88,$1.98/lb,N/A,Walmart
2024-10-29,"Russet Baking Potatoes Whole Fresh, Each",0.92,$1.08/lb,N/A,Walmart
2024-10-29,"Fresh Whole Carrots, 1 lb Bag",1.08,6.8 ¢/oz,N/A,Walmart
2024-10-29,"Fresh Organic Honeycrisp Apples, 2 lb Pouch",5.72,$2.86/lb,N/A,Walmart
